user.id,image,emotion
dwdii,Tim_Robbins_0001.jpg,neutral
dwdii,Monica_Vergara_0001.jpg,happiness
dwdii,Ray_Wasden_0001.jpg,neutral
302,Gray_Davis_0017.jpg,neutral
dwdii,Penelope_Cruz_0001.jpg,happiness
dwdii,Jennifer_Aniston_0009.jpg,happiness
dwdii,Trent_Lott_0016.jpg,neutral
dwdii,Maurice_Papon_0001.jpg,neutral
dwdii,Tom_Coverdale_0001.jpg,anger
dwdii,William_Donaldson_0003.jpg,neutral
dwdii,Makhdoom_Amin_Fahim_0003.jpg,neutral
dwdii,Ryan_Newman_0001.jpg,neutral
jhamski,Dwarakish_146.jpg,happiness
dwdii,Jong_Wook_Lee_0001.jpg,neutral
302,Atom_Egoyan_0001.jpg,happiness
dwdii,Renee_Zellweger_0017.jpg,happiness
dwdii,Jim_Abbott_0001.jpg,neutral
302,Garry_Alejano_0001.jpg,neutral
302,Francis_Ford_Coppola_0001.jpg,happiness
302,Antwun_Echols_0001.jpg,neutral
JN721,Lee_Soo-hyuck_0003.jpg,neutral
jhamski,FaridaJalal_20.jpg,happiness
dwdii,Joe_Strummer_0001.jpg,anger
dwdii,Wolfgang_Schuessel_0004.jpg,happiness
jhamski,Dwarakish_40.jpg,disgust
302,Fernando_Leon_de_Aranoa_0001.jpg,neutral
302,Helen_Alvare_0001.jpg,neutral
dwdii,Nicole_Kidman_0011.jpg,happiness
jhamski,Jayamadhuri_168.jpg,sadness
dwdii,Paul_McCartney_0005.jpg,neutral
dwdii,Vladimir_Putin_0022.jpg,neutral
dwdii,Thomas_Gottschalk_0001.jpg,happiness
302,Bill_Simon_0001.jpg,neutral
302,Angela_Bassett_0003.jpg,happiness
dwdii,Jose_Maria_Aznar_0004.jpg,happiness
302,David_Beckham_0020.jpg,neutral
dwdii,Ralf_Schumacher_0007.jpg,neutral
302,Candice_Bergen_0001.jpg,happiness
jhamski,HrithikRoshan_98.jpg,neutral
302,Erick_Barkley_0001.jpg,neutral
dwdii,Zoran_Djindjic_0002.jpg,neutral
dwdii,Juan_Sanchez_0001.jpg,neutral
dwdii,Jeri_Ryan_0001.jpg,happiness
jhamski,FaridaJalal_31.jpg,anger
dwdii,Simon_Cowell_0001.jpg,neutral
302,Ben_Stein_0001.jpg,neutral
jhamski,HrithikRoshan_161.jpg,neutral
JN721,Kim_Ryong-sung_0005.jpg,happiness
302,Derek_Abney_0001.jpg,neutral
dwdii,Tim_Henman_0008.jpg,neutral
dwdii,Norah_Jones_0009.jpg,happiness
302,Debra_Messing_0002.jpg,happiness
302,Conchita_Martinez_0003.jpg,neutral
dwdii,Rick_Dinse_0002.jpg,neutral
dwdii,Scott_Peterson_0004.jpg,neutral
302,Gary_Doer_0001.jpg,happiness
dwdii,Jesus_Cardenal_0001.jpg,neutral
302,Ishaq_Shahryar_0001.jpg,neutral
302,Abdullah_Gul_0005.jpg,happiness
302,Bruna_Colosio_0001.jpg,happiness
dwdii,Sergio_Castellitto_0001.jpg,neutral
jhamski,Jayamadhuri_29.jpg,disgust
dwdii,Jim_Hahn_0002.jpg,neutral
302,Dan_Ackroyd_0001.jpg,happiness
dwdii,Michael_Schumacher_0011.jpg,neutral
dwdii,Melina_Kanakaredes_0001.jpg,happiness
dwdii,Yukiko_Okudo_0001.jpg,neutral
dwdii,Peter_Hartz_0001.jpg,neutral
302,Britney_Spears_0009.jpg,happiness
302,George_W_Bush_0471.jpg,neutral
dwdii,Mary-Kate_Olsen_0003.jpg,happiness
JN721,Liliana_Cavani_0001.jpg,happiness
dwdii,Margaret_Hoelzer_0001.jpg,happiness
dwdii,OJ_Simpson_0002.jpg,happiness
302,Colin_Powell_0154.jpg,neutral
dwdii,Toshi_Izawa_0001.jpg,neutral
302,Geno_Auriemma_0002.jpg,neutral
dwdii,Sean_Patrick_OMalley_0003.jpg,neutral
dwdii,Oprah_Winfrey_0003.jpg,happiness
dwdii,Tony_Blair_0074.jpg,neutral
dwdii,Javier_Zanetti_0001.jpg,sadness
302,Bison_Dele_0001.jpg,neutral
302,Earl_Scruggs_0001.jpg,happiness
dwdii,Keith_Lockhart_0001.jpg,happiness
dwdii,Na_Na_Keum_0001.jpg,happiness
dwdii,Joaquim_Levy_0001.jpg,happiness
dwdii,Vojislav_Kostunica_0001.jpg,neutral
dwdii,Roh_Moo-hyun_0020.jpg,happiness
302,Bob_Graham_0003.jpg,neutral
302,Gonzalo_Sanchez_de_Lozada_0002.jpg,neutral
dwdii,Ricardo_Lagos_0027.jpg,happiness
302,Amelia_Vega_0003.jpg,happiness
302,Bill_Nelson_0002.jpg,neutral
jhamski,SharmilaTagore_51.jpg,happiness
302,Carla_Del_Ponte_0003.jpg,neutral
jhamski,Dileep_17.jpg,surprise
dwdii,Richard_Gere_0003.jpg,happiness
302,Cameron_Diaz_0003.jpg,happiness
dwdii,Paul_Shanley_0003.jpg,neutral
302,Donald_Rumsfeld_0050.jpg,neutral
302,Andy_Dick_0001.jpg,neutral
jhamski,SharmilaTagore_49.jpg,happiness
dwdii,Mark_Cuban_0002.jpg,surprise
dwdii,Richard_Harris_0001.jpg,neutral
302,Edgar_Savisaar_0001.jpg,happiness
jhamski,Dwarakish_80.jpg,sadness
302,Heizo_Takenaka_0002.jpg,neutral
302,Harold_Scott_0001.jpg,neutral
302,Britney_Spears_0013.jpg,happiness
jhamski,HrithikRoshan_41.jpg,happiness
302,Gerhard_Schroeder_0001.jpg,happiness
dwdii,Nelson_Mandela_0004.jpg,neutral
dwdii,Julie_Infante_0001.jpg,neutral
dwdii,Jelena_Dokic_0006.jpg,surprise
jhamski,SharmilaTagore_77.jpg,happiness
dwdii,Renee_Zellweger_0008.jpg,happiness
302,Condoleezza_Rice_0003.jpg,neutral
302,Dennis_Kucinich_0003.jpg,neutral
302,George_W_Bush_0150.jpg,neutral
302,George_W_Bush_0099.jpg,neutral
dwdii,Robert_Fico_0001.jpg,neutral
dwdii,Luis_Horna_0004.jpg,neutral
dwdii,Yoriko_Kawaguchi_0001.jpg,happiness
302,George_W_Bush_0424.jpg,neutral
dwdii,Mario_Austin_0001.jpg,happiness
dwdii,Susie_Castillo_0002.jpg,happiness
dwdii,Sergio_Vieira_De_Mello_0001.jpg,sadness
dwdii,Samira_Makhmalbaf_0002.jpg,neutral
302,Cristian_Barros_0001.jpg,happiness
dwdii,Junichiro_Koizumi_0002.jpg,neutral
302,George_Robertson_0015.jpg,neutral
dwdii,Junichiro_Koizumi_0023.jpg,happiness
302,Celine_Dion_0001.jpg,happiness
dwdii,John_Dallager_0001.jpg,neutral
302,Alejandro_Toledo_0037.jpg,neutral
dwdii,Martin_McCauley_0001.jpg,neutral
dwdii,Robin_Cook_0002.jpg,neutral
302,Bill_Simon_0013.jpg,neutral
dwdii,Shawn_Kemp_0001.jpg,happiness
dwdii,Michel_Temer_0001.jpg,happiness
dwdii,Rick_Santorum_0002.jpg,neutral
dwdii,Ricardo_Mayorga_0001.jpg,neutral
jhamski,Jayamadhuri_131.jpg,happiness
jhamski,HrithikRoshan_21.jpg,happiness
302,Francis_Mer_0001.jpg,neutral
dwdii,Sean_Penn_0003.jpg,happiness
302,George_Brumley_III_0001.jpg,neutral
dwdii,Tony_Blair_0082.jpg,happiness
302,Hal_McCoy_0001.jpg,neutral
dwdii,Jim_Piper_0001.jpg,happiness
302,Andre_Agassi_0004.jpg,happiness
dwdii,Jeff_Bzdelik_0001.jpg,neutral
dwdii,Michael_Powell_0004.jpg,neutral
302,George_W_Bush_0089.jpg,neutral
dwdii,Kemal_Dervis_0001.jpg,neutral
302,Jason_Alexander_0002.jpg,happiness
302,Hubie_Brown_0001.jpg,surprise
302,Debbie_Reynolds_0004.jpg,happiness
dwdii,Nicanor_Duarte_Frutos_0004.jpg,happiness
302,Andre_Agassi_0022.jpg,happiness
dwdii,Tonino_Guerra_0001.jpg,neutral
dwdii,Aaron_Eckhart_0001.jpg,neutral
dwdii,Rolf_Zimmermann_0001.jpg,happiness
302,Gerhard_Schroeder_0016.jpg,happiness
dwdii,Pete_Sampras_0016.jpg,neutral
dwdii,Tony_Blair_0098.jpg,happiness
302,Ashton_Kutcher_0001.jpg,happiness
dwdii,Magdalena_Maleeva_0002.jpg,happiness
dwdii,Paradorn_Srichaphan_0006.jpg,neutral
302,Cecilia_Bolocco_0001.jpg,happiness
302,Fujio_Cho_0001.jpg,happiness
302,Hank_Azaria_0001.jpg,happiness
302,Emma_Watson_0001.jpg,neutral
302,Cruz_Bustamante_0002.jpg,neutral
302,George_Clooney_0004.jpg,happiness
JN721,Lennart_Johansson_0001.jpg,neutral
JN721,Leonard_Hamilton_0001.jpg,neutral
dwdii,Tom_Ridge_0017.jpg,happiness
dwdii,Phil_Mickelson_0002.jpg,neutral
302,Jalal_Talabani_0001.jpg,neutral
dwdii,Winona_Ryder_0001.jpg,neutral
dwdii,Paul_Burrell_0010.jpg,neutral
302,Ariel_Sharon_0058.jpg,neutral
dwdii,Ward_Cuff_0001.jpg,neutral
dwdii,Lin_Yi-fu_0001.jpg,neutral
jhamski,FaridaJalal_80.jpg,neutral
dwdii,Stipe_Mesic_0001.jpg,neutral
302,Gianna_Angelopoulos-Daskalaki_0001.jpg,happiness
302,Jacques_Chirac_0026.jpg,happiness
302,Colin_Powell_0011.jpg,neutral
dwdii,Juan_Carlos_Ferrero_0025.jpg,neutral
dwdii,Kathryn_Morris_0001.jpg,happiness
302,Amy_Smart_0001.jpg,happiness
dwdii,Paul-Henri_Mathieu_0002.jpg,happiness
302,Colin_Powell_0012.jpg,neutral
dwdii,Thomas_Wilkens_0001.jpg,happiness
dwdii,Luis_Horna_0001.jpg,neutral
dwdii,Keith_Van_Horn_0001.jpg,happiness
302,Colin_Powell_0133.jpg,neutral
dwdii,Nancy_Pelosi_0002.jpg,neutral
dwdii,Robin_Wagner_0001.jpg,happiness
dwdii,Jerelle_Kraus_0001.jpg,neutral
302,Chris_Tucker_0001.jpg,neutral
302,Eileen_Coparropa_0003.jpg,happiness
302,George_Clooney_0008.jpg,happiness
jhamski,Jayamadhuri_86.jpg,happiness
302,James_Hughes_0001.jpg,neutral
dwdii,Silvio_Berlusconi_0031.jpg,neutral
dwdii,Randy_Johnson_0001.jpg,neutral
dwdii,Tom_Cruise_0005.jpg,happiness
dwdii,Paradorn_Srichaphan_0002.jpg,surprise
dwdii,Joe_Finley_0001.jpg,neutral
dwdii,Tommy_Thompson_0001.jpg,neutral
dwdii,Paola_Espinoza_0001.jpg,happiness
dwdii,Thomas_Ferguson_0001.jpg,happiness
jhamski,Jayamadhuri_127.jpg,happiness
jhamski,Dwarakish_72.jpg,anger
dwdii,John_Ferguson_0001.jpg,happiness
302,George_W_Bush_0175.jpg,neutral
302,James_Collinson_0001.jpg,neutral
dwdii,Rudolph_Giuliani_0009.jpg,happiness
dwdii,Tom_Jones_0002.jpg,surprise
302,Anwar_Ibrahim_0002.jpg,happiness
302,Celine_Dion_0002.jpg,happiness
302,Arnold_Palmer_0002.jpg,neutral
dwdii,Muhammad_Ali_0008.jpg,happiness
302,Dennis_Archer_0001.jpg,happiness
dwdii,Jeremy_Greenstock_0005.jpg,neutral
dwdii,Stanley_Tong_0002.jpg,happiness
dwdii,Jean_Chretien_0019.jpg,happiness
jhamski,HrithikRoshan_156.jpg,happiness
dwdii,Tsutomu_Takebe_0001.jpg,neutral
jhamski,Jayamadhuri_147.jpg,neutral
dwdii,Meryl_Streep_0004.jpg,happiness
302,Janusz_Kaminski_0001.jpg,neutral
dwdii,Oxana_Fedorova_0002.jpg,happiness
302,George_Robertson_0012.jpg,surprise
dwdii,Roh_Moo-hyun_0021.jpg,neutral
302,Brian_Van_Dusen_0001.jpg,happiness
dwdii,Robert_Durst_0001.jpg,neutral
302,George_W_Bush_0032.jpg,neutral
dwdii,Warren_Truss_0001.jpg,neutral
dwdii,Mary_Tyler_Moore_0002.jpg,happiness
dwdii,Mauro_Viza_0001.jpg,happiness
302,Hugh_Grant_0005.jpg,happiness
302,Amanda_Bynes_0003.jpg,neutral
302,Albrecht_Mentz_0001.jpg,neutral
dwdii,Tony_Blair_0106.jpg,neutral
302,James_Comey_0001.jpg,happiness
302,Anders_Fogh_Rasmussen_0004.jpg,happiness
302,Ben_Curtis_0002.jpg,neutral
302,Calista_Flockhart_0005.jpg,happiness
302,Boris_Berezovsky_0002.jpg,neutral
302,Jacques_Chirac_0001.jpg,neutral
302,Erika_Harold_0003.jpg,happiness
dwdii,Roh_Moo-hyun_0030.jpg,happiness
302,Guillermo_Coria_0024.jpg,neutral
302,Chris_Klein_0001.jpg,happiness
302,Adam_Kennedy_0001.jpg,neutral
dwdii,Ricardo_Lagos_0014.jpg,neutral
dwdii,TA_McLendon_0001.jpg,happiness
302,George_W_Bush_0224.jpg,surprise
302,Alec_Baldwin_0004.jpg,neutral
dwdii,Maria_Soledad_Alvear_Valenzuela_0005.jpg,neutral
dwdii,Martin_Short_0001.jpg,happiness
302,Ellen_Engleman_0002.jpg,neutral
dwdii,Tom_Brady_0001.jpg,happiness
dwdii,Jorma_Huhtala_0001.jpg,happiness
302,Jacques_Chirac_0041.jpg,neutral
dwdii,Shafal_Mosed_0001.jpg,neutral
dwdii,Jennifer_Capriati_0019.jpg,anger
dwdii,Louisa_Baileche_0001.jpg,happiness
302,David_Collenette_0001.jpg,neutral
302,George_W_Bush_0303.jpg,neutral
302,Annette_Bening_0002.jpg,happiness
jhamski,Dwarakish_32.jpg,disgust
302,George_W_Bush_0171.jpg,neutral
dwdii,Thomas_Manger_0001.jpg,neutral
dwdii,Paul_Walker_0001.jpg,happiness
302,Amer_al-Saadi_0003.jpg,neutral
jhamski,Dwarakish_177.jpg,disgust
302,Benedita_da_Silva_0001.jpg,happiness
302,George_W_Bush_0151.jpg,happiness
dwdii,Viola_Davis_0001.jpg,happiness
302,Colin_Powell_0022.jpg,neutral
302,Elisabeth_Welch_0001.jpg,happiness
dwdii,Khader_Rashid_Rahim_0001.jpg,neutral
dwdii,Bill_Clinton_0010.jpg,neutral
302,Anthony_Corso_0001.jpg,happiness
dwdii,Queen_Elizabeth_II_0003.jpg,happiness
302,James_Kelly_0006.jpg,neutral
302,Alejandro_Lembo_0001.jpg,happiness
dwdii,Martin_Rodriguez_0001.jpg,surprise
dwdii,Stella_Keitel_0001.jpg,happiness
dwdii,Paul_Martin_0001.jpg,neutral
jhamski,HrithikRoshan_147.jpg,happiness
dwdii,Sergey_Lavrov_0004.jpg,neutral
dwdii,Mike_Samp_0001.jpg,anger
dwdii,William_Macy_0005.jpg,happiness
302,David_Beckham_0027.jpg,happiness
302,Anders_Ebbeson_0002.jpg,happiness
dwdii,Justin_Timberlake_0006.jpg,happiness
302,Ben_Affleck_0002.jpg,happiness
JN721,Lindsey_Graham_0001.jpg,neutral
jhamski,KatrinaKaif_9.jpg,happiness
302,Abdoulaye_Wade_0001.jpg,neutral
dwdii,Vladimir_Putin_0013.jpg,neutral
302,Gloria_Macapagal_Arroyo_0014.jpg,neutral
302,Hilary_Duff_0002.jpg,happiness
dwdii,Marcus_Gronholm_0001.jpg,neutral
jhamski,FaridaJalal_42.jpg,happiness
JN721,Laura_Bush_0007.jpg,happiness
302,Bob_Stoops_0004.jpg,neutral
jhamski,KatrinaKaif_42.jpg,happiness
jhamski,Dwarakish_198.jpg,disgust
302,Cristina_Saralegui_0002.jpg,happiness
302,George_W_Bush_0091.jpg,neutral
jhamski,Avinash_6.jpg,sadness
jhamski,Dwarakish_28.jpg,fear
dwdii,Jennifer_Capriati_0033.jpg,anger
dwdii,Mark_Gottfried_0003.jpg,happiness
302,Itamar_Franco_0001.jpg,neutral
dwdii,Jean_Chretien_0036.jpg,neutral
dwdii,Victor_Garber_0001.jpg,happiness
dwdii,Keanu_Reeves_0008.jpg,neutral
302,Evan_Rachel_Wood_0003.jpg,happiness
JN721,Kofi_Annan_0018.jpg,neutral
dwdii,Matt_Dillon_0001.jpg,neutral
302,Alejandro_Toledo_0035.jpg,happiness
dwdii,Wayne_Ferreira_0003.jpg,surprise
jhamski,Dileep_87.jpg,anger
dwdii,Richard_Armitage_0003.jpg,neutral
JN721,Leandro_Andrade_0001.jpg,neutral
dwdii,Ted_Maher_0002.jpg,neutral
302,Fred_Eckhard_0002.jpg,neutral
dwdii,Rosario_Dawson_0001.jpg,happiness
302,Dick_Armey_0001.jpg,happiness
302,Giselle_Estefania_Tavarelli_0001.jpg,happiness
dwdii,Martin_Cauchon_0001.jpg,neutral
302,Brian_Cashman_0001.jpg,happiness
dwdii,Tony_Parker_0002.jpg,happiness
dwdii,Rob_Marshall_0001.jpg,happiness
dwdii,Sammy_Sosa_0001.jpg,happiness
dwdii,William_Donaldson_0005.jpg,neutral
jhamski,FaridaJalal_95.jpg,happiness
302,Dave_Williams_0001.jpg,happiness
dwdii,Spike_Jonze_0001.jpg,happiness
302,Jane_Rooney_0001.jpg,happiness
dwdii,Venus_Williams_0014.jpg,happiness
302,Colin_Powell_0150.jpg,neutral
dwdii,Rolf_Eckrodt_0001.jpg,neutral
302,Dan_Wheldon_0001.jpg,neutral
dwdii,Willie_Wilson_0001.jpg,neutral
dwdii,William_Harrison_0001.jpg,neutral
302,George_W_Bush_0321.jpg,happiness
dwdii,Naoto_Kan_0001.jpg,neutral
dwdii,Nancy_Greenlaw_0001.jpg,neutral
302,Anna_Kournikova_0010.jpg,neutral
jhamski,KatrinaKaif_59.jpg,happiness
dwdii,Warren_Beatty_0002.jpg,happiness
302,Hugo_Chavez_0023.jpg,neutral
302,Colin_Powell_0229.jpg,happiness
302,Gonzalo_Sanchez_de_Lozada_0003.jpg,neutral
302,Halle_Berry_0014.jpg,happiness
302,Alejandro_Avila_0003.jpg,neutral
dwdii,Michael_Caine_0001.jpg,happiness
dwdii,Mike_Cunning_0001.jpg,happiness
302,Gloria_Macapagal_Arroyo_0038.jpg,happiness
302,Angelina_Jolie_0007.jpg,neutral
dwdii,Jelena_Dokic_0001.jpg,anger
302,Colin_Powell_0231.jpg,happiness
dwdii,Jean_Chretien_0049.jpg,neutral
dwdii,Toni_Braxton_0001.jpg,happiness
jhamski,HrithikRoshan_121.jpg,disgust
dwdii,Susan_Collins_0002.jpg,happiness
302,Elsa_Zylberstein_0001.jpg,happiness
dwdii,Bertie_Ahern_0003.jpg,happiness
302,Gerald_Fitch_0001.jpg,surprise
302,George_Robertson_0022.jpg,neutral
dwdii,Richard_Shelby_0002.jpg,happiness
dwdii,Jesse_Ventura_0003.jpg,neutral
302,Bernard_Siegel_0001.jpg,neutral
dwdii,Javier_Delgado_0001.jpg,happiness
dwdii,Paul_Bremer_0003.jpg,neutral
302,Hilary_Duff_0001.jpg,happiness
dwdii,Queen_Elizabeth_II_0012.jpg,happiness
302,Atal_Bihari_Vajpayee_0007.jpg,happiness
302,Arnold_Schwarzenegger_0002.jpg,happiness
jhamski,Dwarakish_129.jpg,disgust
302,Gil_de_Ferran_0001.jpg,neutral
dwdii,Placido_Domingo_0001.jpg,neutral
dwdii,Paul_William_Hurley_0002.jpg,neutral
dwdii,John_Nash_0001.jpg,neutral
dwdii,Patricia_Clarkson_0001.jpg,happiness
dwdii,David_Caraway_0002.jpg,neutral
302,George_W_Bush_0491.jpg,neutral
302,Anderson_Varejao_0001.jpg,happiness
dwdii,Donald_Rumsfeld_0028.jpg,happiness
JN721,Kjell_Magne_Bondevik_0001.jpg,happiness
dwdii,Tony_Blair_0067.jpg,happiness
dwdii,Richard_Chamberlain_0001.jpg,happiness
dwdii,Roger_Federer_0014.jpg,happiness
dwdii,Keith_Osik_0001.jpg,neutral
dwdii,Sultan_Qaboos_0001.jpg,neutral
302,Gerhard_Schroeder_0109.jpg,happiness
jhamski,KatrinaKaif_87.jpg,happiness
302,Heather_Mills_0003.jpg,happiness
dwdii,Ray_Romano_0008.jpg,happiness
dwdii,Nikki_McKibbin_0001.jpg,happiness
302,Frank_Hsieh_0001.jpg,happiness
dwdii,Vicente_Fernandez_0004.jpg,neutral
302,Dick_Cheney_0012.jpg,neutral
JN721,Kofi_Annan_0026.jpg,neutral
302,Donald_Rumsfeld_0110.jpg,happiness
dwdii,Rod_Blagojevich_0002.jpg,neutral
302,Dave_Barr_0001.jpg,neutral
302,Heath_Ledger_0004.jpg,happiness
JN721,Laura_Bush_0039.jpg,happiness
dwdii,Rachel_Hunter_0002.jpg,happiness
302,George_W_Bush_0496.jpg,neutral
302,Herman_Edwards_0001.jpg,surprise
dwdii,Richard_Krajicek_0002.jpg,happiness
dwdii,Trent_Lott_0003.jpg,neutral
dwdii,Mary_Elizabeth_Mastrantonio_0001.jpg,happiness
302,Heizo_Takenaka_0007.jpg,neutral
jhamski,Jayamadhuri_133.jpg,disgust
dwdii,Liu_Mingkang_0002.jpg,happiness
dwdii,Jose_Sarney_0001.jpg,happiness
302,James_Butts_0001.jpg,neutral
dwdii,Julie_Gerberding_0013.jpg,neutral
302,Hamid_Reza_Asefi_0001.jpg,happiness
302,Andy_Roddick_0014.jpg,neutral
JN721,Lindsay_Davenport_0001.jpg,anger
dwdii,Sean_Patrick_OMalley_0001.jpg,happiness
dwdii,Renee_Zellweger_0005.jpg,happiness
dwdii,Marco_Antonio_Barrera_0004.jpg,happiness
jhamski,HrithikRoshan_170.jpg,happiness
302,Charles_Moose_0003.jpg,neutral
dwdii,Tommy_Haas_0004.jpg,happiness
dwdii,Maria_Wetterstrand_0001.jpg,happiness
302,George_W_Bush_0515.jpg,neutral
dwdii,Sam_Mendes_0001.jpg,neutral
302,George_W_Bush_0025.jpg,neutral
302,Elias_Attallah_0001.jpg,neutral
302,Anders_Ebbeson_0001.jpg,happiness
dwdii,Joanna_Poitier_0001.jpg,happiness
302,George_W_Bush_0121.jpg,surprise
302,Antje_Buschschulte_0001.jpg,happiness
jhamski,Dwarakish_13.jpg,sadness
dwdii,Tiffany_Limos_0001.jpg,happiness
302,Ernesto_Zedillo_0001.jpg,neutral
302,Abdullah_0001.jpg,neutral
dwdii,Vicente_Fox_0017.jpg,happiness
302,Bob_Cantrell_0001.jpg,neutral
dwdii,Sam_Brownback_0001.jpg,neutral
dwdii,Jennifer_Aniston_0006.jpg,neutral
302,Denys_Arcand_0001.jpg,happiness
302,Cate_Blanchett_0001.jpg,happiness
dwdii,Mark_Hamister_0002.jpg,neutral
302,Christine_Baumgartner_0001.jpg,happiness
dwdii,Vladimir_Putin_0005.jpg,happiness
302,Hal_Gehman_0004.jpg,neutral
302,Conan_OBrien_0002.jpg,happiness
dwdii,Jeong_Se-hyun_0001.jpg,neutral
dwdii,Matt_Anderson_0001.jpg,neutral
302,Cedric_Benson_0001.jpg,neutral
302,Colin_Powell_0139.jpg,neutral
302,Hugh_Hefner_0001.jpg,happiness
dwdii,Rod_Jong-il_0001.jpg,neutral
302,Fernando_Gonzalez_0004.jpg,surprise
302,Carlos_Moya_0006.jpg,neutral
302,Francis_George_0002.jpg,neutral
302,Cesar_Gaviria_0003.jpg,neutral
302,Donald_Rumsfeld_0034.jpg,neutral
302,Barbora_Strycova_0001.jpg,happiness
dwdii,Nicanor_Duarte_Frutos_0005.jpg,happiness
dwdii,Rodrigo_Rato_0001.jpg,neutral
302,Gregory_Geoffroy_0002.jpg,neutral
dwdii,Mark_Philippoussis_0007.jpg,neutral
jhamski,Dileep_61.jpg,happiness
dwdii,Juljia_Vysotskij_0001.jpg,happiness
JN721,Kristin_Davis_0001.jpg,happiness
dwdii,Mikhail_Kasyanov_0004.jpg,neutral
dwdii,Kevin_Millwood_0001.jpg,happiness
dwdii,Tim_Matheson_0001.jpg,anger
302,Gloria_Macapagal_Arroyo_0027.jpg,happiness
302,Dennis_Powell_0001.jpg,neutral
dwdii,Patrick_Roy_0002.jpg,happiness
dwdii,Keanu_Reeves_0011.jpg,neutral
302,Bertie_Ahern_0004.jpg,neutral
302,Colin_Powell_0204.jpg,neutral
302,Ethan_Hawke_0002.jpg,happiness
dwdii,Richard_Gephardt_0009.jpg,neutral
302,George_W_Bush_0278.jpg,happiness
dwdii,Vicente_Fox_0018.jpg,happiness
302,Amelie_Mauresmo_0016.jpg,neutral
302,Jacqueline_Obradors_0002.jpg,happiness
302,Ariel_Sharon_0076.jpg,neutral
dwdii,Scott_Peterson_0005.jpg,neutral
302,Chang_Sang_0001.jpg,happiness
dwdii,Nia_Vardalos_0005.jpg,happiness
dwdii,Jose_Serra_0008.jpg,happiness
dwdii,Terence_Newman_0001.jpg,happiness
dwdii,Jens_Lehmann_0001.jpg,surprise
jhamski,SharmilaTagore_42.jpg,anger
dwdii,Tim_Henman_0007.jpg,neutral
dwdii,Matthew_Perry_0001.jpg,neutral
dwdii,Manuel_Poggiali_0001.jpg,neutral
